iter	Passed	Remaining
4765	956650	46969
4766	957080	46779
4767	957278	46578
4768	957471	46377
4769	957693	46178
4770	957873	45976
4771	958054	45774
4772	958324	45577
4773	958594	45379
4774	958807	45179
4775	959016	44978
4776	959226	44778
4777	959549	44583
4778	959800	44385
4779	960004	44184
4780	960222	43984
4781	960451	43784
4782	960806	43590
4783	961016	43390
4784	961243	43190
4785	961440	42989
4786	961610	42787
4787	961851	42588
4788	962165	42392
4789	962371	42191
4790	962494	41987
4791	962696	41786
4792	962889	41585
4793	963091	41384
4794	963590	41196
4795	963814	40996
4796	964017	40795
4797	964297	40597
4798	964650	40403
4799	964920	40205
4800	965140	40004
4801	965412	39806
4802	965570	39603
4803	965726	39400
4804	966172	39209
4805	966425	39010
4806	966622	38809
4807	966978	38614
4808	967227	38415
4809	967462	38215
4810	967686	38015
4811	967999	37818
4812	968350	37623
4813	968586	37423
4814	968897	37226
4815	969120	37026
4816	969497	36831
4817	969792	36633
4818	970012	36433
4819	970174	36230
4820	970350	36028
4821	970589	35828
4822	970945	35632
4823	971114	35430
4824	971306	35228
4825	971607	35031
4826	971824	34830
4827	972191	34634
4828	972370	34432
4829	972544	34230
4830	972720	34028
4831	972935	33827
4832	973228	33629
4833	973566	33432
4834	973734	33229
4835	973908	33027
4836	974166	32828
4837	974370	32626
4838	974674	32428
4839	974918	32228
4840	975154	32028
4841	975276	31824
4842	975453	31622
4843	975634	31420
4844	975957	31222
4845	976157	31021
4846	976321	30818
4847	976501	30616
4848	976700	30414
4849	976933	30214
4850	977320	30018
4851	977497	29816
4852	977684	29614
4853	977813	29410
4854	977956	29207
4855	978119	29005
4856	978357	28804
4857	978651	28606
4858	978817	28403
4859	978986	28201
4860	979117	27997
4861	979404	27798
4862	979822	27603
4863	979985	27400
4864	980146	27198
4865	980368	26997
4866	980574	26796
4867	980775	26594
4868	981083	26395
4869	981300	26194
4870	981470	25992
4871	981660	25790
4872	981827	25588
4873	981975	25385
4874	982272	25186
4875	982540	24986
4876	982687	24783
4877	982862	24581
4878	983043	24379
4879	983211	24177
4880	983376	23974
4881	983670	23775
4882	983797	23572
4883	983958	23370
4884	984140	23168
4885	984322	22966
4886	984516	22764
4887	984814	22565
4888	985155	22367
4889	985348	22165
4890	985546	21963
4891	985719	21761
4892	985902	21559
4893	986253	21361
4894	986416	21159
4895	986561	20956
4896	986749	20754
4897	986920	20552
4898	987098	20350
4899	987385	20150
4900	987665	19950
4901	987829	19748
4902	988006	19546
4903	988159	19344
4904	988315	19141
4905	988468	18939
4906	988782	18739
4907	988985	18538
4908	989161	18336
4909	989342	18134
4910	989504	17932
4911	989697	17730
4912	990069	17532
4913	990268	17330
4914	990451	17128
4915	990652	16927
4916	990821	16725
4917	990993	16523
4918	991303	16323
4919	991564	16123
4920	991754	15921
4921	991935	15719
4922	992119	15517
4923	992295	15315
4924	992691	15117
4925	992852	14914
4926	993053	14713
4927	993186	14510
4928	993347	14308
4929	993560	14107
4930	993915	13907
4931	994104	13706
4932	994334	13505
4933	994563	13303
4934	994800	13102
4935	995148	12903
4936	995453	12702
4937	995659	12501
4938	995842	12299
4939	996037	12097
4940	996228	11895
4941	996612	11696
4942	996847	11495
4943	997023	11293
4944	997276	11092
4945	997528	10890
4946	997942	10691
4947	998119	10489
4948	998326	10287
4949	998584	10086
4950	998775	9884
4951	999210	9685
4952	999422	9483
4953	999665	9282
4954	999887	9080
4955	1000096	8878
4956	1000431	8678
4957	1000651	8476
4958	1000870	8274
4959	1001077	8073
4960	1001225	7870
4961	1001405	7668
4962	1001835	7468
4963	1002090	7267
4964	1002263	7065
4965	1002445	6863
4966	1002670	6661
4967	1003006	6460
4968	1003240	6258
4969	1003429	6056
4970	1003690	5855
4971	1003867	5653
4972	1004199	5452
4973	1004549	5250
4974	1004811	5049
4975	1005020	4847
4976	1005223	4645
4977	1005573	4444
4978	1005836	4242
4979	1006091	4040
4980	1006301	3838
4981	1006585	3636
4982	1007059	3435
4983	1007321	3233
4984	1007521	3031
4985	1007756	2829
4986	1007953	2627
4987	1008244	2425
4988	1008422	2223
4989	1008582	2021
4990	1008776	1819
4991	1008988	1616
4992	1009195	1414
4993	1009578	1212
4994	1009781	1010
4995	1009975	808
4996	1010172	606
4997	1010348	404
4998	1010512	202
4999	1010844	0
